,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7008064516129031,0.11647294505712887,0.687009006764265,0.0975878144234815,0.6974996493493811,0.0902333576686275,0.678300306347635,0.10788523393734493,"[[ 6  2  4]
 [ 0 30  2]
 [ 0  0 18]]"
