,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.710483870967742,0.04518288654139175,0.710483870967742,0.04518288654139175,0.710483870967742,0.04518288654139175,0.710483870967742,0.04518288654139175
