,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf,alphas
0,0.9375,0.0,0.9391634980988592,0.0,0.95,0.0,0.9285714285714286,0.0,"[[9 0]
 [1 6]]",0.1
