,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7540322580645161,0.0857838619306798,0.7051248812638261,0.11258252349295038,0.7279879653000078,0.1161590715368889,0.6862533577349781,0.11766037959118862,"[[43  2]
 [ 3 14]]"
