,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.685483870967742,0.10789587226015848,0.6425162001932189,0.10415841127084459,0.6823802016393017,0.14074170164509187,0.6142413803868303,0.08787824626526686,"[[42  2]
 [ 9  9]]"
