,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.8596774193548388,0.03751517209552581,0.8440591975318614,0.04085948863642443,0.8438831857888338,0.039805494276874624,0.8446986322976111,0.0462106529032874,0.14999999999999997
