,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.8459677419354839,0.04632009832507863,0.831048773210453,0.05288498655785983,0.8258278241603805,0.06132428423902694,0.8370071825700356,0.04801996903176378
