,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.8588709677419354,0.039794934811210735,0.8184852790316546,0.05948893022777028,0.8237493696028523,0.05794692069693709,0.8137222472690471,0.06369313501074482,0.14999999999999997
