,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.971917808219178,0.017040897677568126,0.9604117200257483,0.04115234949340757,0.9634370677338945,0.04233070402362898,0.9575361328486329,0.04136323414314899,0.12749999999999997
