,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.9489285714285712,0.02665683279562442,0.9440455875532375,0.029409980868299764,0.9465007747038546,0.023518864215913357,0.9420921956004866,0.03944968048410582,0.04363157894736842
