,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.9635714285714284,0.018749149640580984,0.9609830665003246,0.01960475173192276,0.958786993402914,0.020871571632573024,0.9632442611797718,0.01960904153481461,"[[88  2]
 [ 0 50]]"
