,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf,alphas
0,0.9632142857142855,0.014686346567822925,0.9599021671724287,0.0156947464417956,0.9582944664906654,0.01667619146030565,0.9615523470565808,0.015810241497259105,"[[84  1]
 [ 1 54]]",1.1499999999999997
