,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.9315068493150684,0.026703546150161534,0.9296821707713612,0.027562618085670273,0.9379957713523742,0.025533247922419473,0.9217997247778594,0.03336680205578937
