,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.9623287671232876,0.026305293657084273,0.9528113984492699,0.04204698440932718,0.9531282412384954,0.043379449082640326,0.9525929321653006,0.04179324453117438,1.0
