,ACCURACY,std ACCURACY,AUC,std AUC,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.015
