,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf,alphas
0,0.9614285714285714,0.011605769149479937,0.9575110864969456,0.013787594884248952,0.9543340783316105,0.018889716699400202,0.9608200865404394,0.011223298198876389,"[[92  1]
 [ 2 45]]",0.15
