,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.5887096774193549,0.19317840982597623,0.41596820748173025,0.18484963670708235,0.35476890709093156,0.2053721719785069,0.5495083221376325,0.11849597644889023,"[[33 11]
 [ 0 18]]"
