,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.9683333333333332,0.02881936077631763,0.967563232495476,0.029861229505929836,0.9697307553557553,0.026048253927656806,0.9656471768971768,0.036022699521881266,0.14999999999999997
