,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.9333333333333333,0.050552502960343665,0.9352281993093279,0.05455845409333068,0.939271164565282,0.05149681333957453,0.9314476033226032,0.05908087857889148,0.05073684210526316
