,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.9516666666666665,0.03723051317281445,0.9497393364907614,0.042133443120074186,0.9523741998742,0.04379041334635775,0.947284151034151,0.04217236218249759,1.0
