,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.9616666666666666,0.030322342331100413,0.9626796134596878,0.029333813063808487,0.9625378787878788,0.028027894900146202,0.962950382950383,0.032372675601493824
