,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.3120967741935484,0.19945783694827146,0.1945673355195756,0.19269919189101184,0.15267037182147541,0.20499888033820707,0.375855305481791,0.12768813162464893
