,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.9666666666666666,0.031622776601683784,0.9693133216895223,0.02906639332254688,0.9665722703222703,0.03232576075936327,0.972125282125282,0.026321325845278874
