,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.6438356164383562,0.0,0.44061302681992337,0.0,0.4078014184397163,0.0,0.4791666666666667,0.0,0.03842105263157895
