,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7580645161290323,0.0,0.6273443146802603,0.0,0.6390374331550802,0.0,0.6160714285714286,0.0,"[[42  6]
 [ 9  5]]"
