,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7419354838709677,0.0,0.5230769230769231,0.0,0.5230769230769231,0.0,0.5230769230769231,0.0,"[[44  8]
 [ 8  2]]"
