,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7193548387096775,0.046857545310754666,0.7292765258194617,0.039908609813713074,0.6797841983989537,0.04313229876239225,0.7874504235592421,0.04295124540440578,"[[36 10]
 [ 2 14]]"
