,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7330645161290323,0.05112547051804988,0.7277112453339631,0.04211139850155988,0.6788444927385044,0.045218350541262504,0.7858940349541894,0.05241937832533727,"[[42  8]
 [ 1 11]]"
