,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7467741935483871,0.05278409087726957,0.7339213384324605,0.04521838975027929,0.6905403749899118,0.04351889144103125,0.7836115007228901,0.05085075711757502,"[[42  8]
 [ 3  9]]"
