,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.7419354838709677,0.0,0.5591987620357634,0.0,0.5634615384615385,0.0,0.5549999999999999,0.0,"[[43  7]
 [ 9  3]]"
