,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf,alphas
0,0.9800000000000001,0.04,0.9815436844980135,0.03630077037426305,0.983,0.03371180966829149,0.9801249847765192,0.03903561107652256,"[[21  0]
 [ 0 19]]",0.14999999999999997
