,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf,alphas
0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"[[23  0]
 [ 0 17]]",0.15
