,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall
0,0.8370967741935484,0.03744576376207709,0.7990055823397404,0.04471015918566169,0.8139642789931217,0.04906077146401929,0.7855429845106334,0.048312196693576226
