,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,alphas
0,0.7806451612903225,0.037271677446101104,0.7493445221277522,0.044382635222911665,0.7572083845807536,0.045931265710102684,0.7425985178833764,0.05080353299613853,0.29999999999999993
