,ACCURACY,std ACCURACY,f1_score,std f1_score,precision,std precision,recall,std recall,best_cf
0,0.9485714285714284,0.013093073414159561,0.9458262860812953,0.013856106989952047,0.9375129122036228,0.017290235954838536,0.9543383760176661,0.01119568253873271,"[[84  4]
 [ 0 52]]"
